plant_id,species,pot_size,light_condition,location_type,watering_per_week,days_since_repot,fertilizer_ml,humidity_pct,temperature_c,prev_height_cm,height_cm,is_blooming
3624,산세베리아,Large,Medium,실내,1,105.0,54.8,54.5,21.7,18.2,24.9,N
3625,스투키,Small,Medium,베란다,2,269.0,9.9,62.2,19.1,52.2,54.3,N
3626,스투키,Medium,Medium,베란다,1,57.0,34.2,67.6,23.8,32.3,38.9,N
3627,몬스테라,Small,Medium,실내,4,57.0,35.0,68.3,14.5,52.1,59.3,N
3628,산세베리아,Large,Low,실내,2,182.0,77.2,61.4,18.4,25.3,31.7,N
3629,산세베리아,Small,High,베란다,2,17.0,18.3,52.9,15.2,41.4,52.1,N
3630,고무나무,Medium,High,베란다,1,44.0,1.0,63.2,20.3,84.2,85.7,N
3631,산세베리아,Medium,Low,베란다,0,113.0,16.2,59.7,21.1,33.5,38.5,N
3632,몬스테라,Small,Low,실내,1,65.0,12.7,54.3,17.3,64.6,66.4,N
3633,스킨답서스,Small,Low,베란다,2,339.0,68.1,66.0,23.6,34.8,41.9,N
3634,스투키,Medium,Medium,베란다,5,382.0,0.7,60.1,23.3,32.4,37.6,N
3635,,Small,Medium,실내,2,84.0,49.3,46.6,24.6,56.9,61.4,N
3636,스킨답서스,Large,High,실내,0,93.0,31.4,42.2,26.2,47.4,53.9,N
3637,필로덴드론,Large,High,실내,1,155.0,7.5,35.9,21.2,53.0,54.2,N
3638,몬스테라,Medium,Medium,실내,4,73.0,32.8,43.7,22.7,65.0,70.7,N
3639,스투키,Medium,Medium,베란다,3,25.0,3.7,55.4,18.9,68.9,72.3,Y
3640,몬스테라,Medium,Medium,베란다,2,165.0,40.2,67.3,22.2,23.8,28.4,N
3641,스투키,Large,Medium,베란다,1,161.0,22.1,53.6,22.3,32.4,37.9,N
3642,필로덴드론,Medium,Medium,베란다,4,34.0,2.2,58.5,26.6,76.4,83.1,N
3643,스킨답서스,Small,Medium,실내,3,215.0,6.9,62.2,23.6,19.4,24.3,N
3644,스킨답서스,Small,Medium,실내,0,114.0,41.2,40.4,23.7,60.8,63.7,N
3645,산세베리아,Medium,Medium,베란다,0,32.0,79.6,49.8,21.1,32.9,38.9,N
3646,몬스테라,Medium,Medium,실내,1,127.0,81.2,41.0,12.2,,10.9,Y
3647,,Medium,High,실내,1,32.0,50.8,51.0,22.1,,49.4,Y
3648,스킨답서스,Small,,실내,3,37.0,5.2,58.2,20.6,45.1,48.6,N
3649,스킨답서스,Medium,Medium,실내,4,226.0,56.6,55.9,18.7,47.7,53.1,N
3650,필로덴드론,Small,Medium,실내,2,318.0,88.1,45.1,24.2,45.9,54.4,N
3651,산세베리아,Small,Medium,실내,4,36.0,67.7,61.5,25.0,37.8,47.8,N
3652,스투키,Medium,Low,실내,2,316.0,31.6,58.2,19.0,55.8,59.2,N
3653,산세베리아,Small,Low,베란다,2,33.0,8.8,60.1,22.1,36.8,37.3,N
3654,몬스테라,Medium,Medium,베란다,1,15.0,54.6,56.9,21.7,72.1,77.0,N
3655,몬스테라,Medium,Medium,베란다,3,7.0,23.6,46.0,25.4,18.3,26.0,N
3656,몬스테라,Medium,High,실내,2,33.0,23.4,40.4,23.3,,71.7,N
3657,스투키,Medium,Medium,베란다,0,58.0,24.6,59.7,24.1,60.1,61.2,N
3658,스킨답서스,Small,Medium,베란다,3,315.0,24.9,60.1,20.9,14.1,20.9,N
3659,고무나무,Small,Low,실내,2,33.0,8.1,55.9,23.2,115.3,116.3,N
3660,필로덴드론,Large,Low,베란다,1,55.0,18.1,80.3,24.6,39.8,44.6,N
3661,스킨답서스,Medium,High,실내,2,159.0,74.3,49.5,28.9,48.2,60.4,N
3662,스킨답서스,Medium,Low,베란다,2,43.0,24.2,59.1,20.4,54.1,52.3,N
3663,몬스테라,Small,Medium,실내,2,138.0,17.2,56.3,20.9,5.0,7.8,N
3664,몬스테라,Medium,Medium,실내,2,68.0,11.1,54.6,19.8,,72.1,Y
3665,스킨답서스,Medium,Medium,실내,2,26.0,10.6,42.2,20.7,9.4,9.3,N
3666,스킨답서스,Medium,High,실내,1,159.0,41.3,51.8,26.1,34.6,44.1,N
3667,산세베리아,Medium,Medium,실내,1,3.0,30.9,66.6,19.5,49.8,55.2,N
3668,몬스테라,Small,Medium,베란다,3,41.0,28.5,62.1,23.2,50.0,53.0,N
3669,몬스테라,Small,High,베란다,2,53.0,40.3,65.2,25.0,76.0,85.5,N
3670,스킨답서스,Large,High,베란다,4,74.0,49.5,47.7,25.6,33.8,46.0,N
3671,스투키,Large,Low,실내,3,137.0,25.5,66.1,26.4,49.3,54.1,N
3672,몬스테라,Small,Low,베란다,2,74.0,44.7,41.9,23.4,69.8,74.4,Y
3673,고무나무,Medium,Low,실내,2,108.0,14.4,52.6,23.1,125.6,130.1,Y
3674,몬스테라,Small,Medium,베란다,2,109.0,54.6,42.8,20.3,41.4,45.7,N
3675,고무나무,Small,High,실내,3,56.0,21.2,76.3,16.1,57.5,65.1,Y
3676,스투키,Small,Medium,실내,2,326.0,80.7,56.9,20.2,50.5,56.7,N
3677,몬스테라,Small,Medium,베란다,2,374.0,23.7,66.4,22.5,36.3,43.5,N
3678,스투키,Medium,High,베란다,4,105.0,9.0,59.8,25.0,,53.5,Y
3679,산세베리아,Medium,Medium,실내,2,9.0,31.2,61.4,26.5,28.3,29.1,N
3680,스투키,Small,Medium,베란다,1,81.0,22.5,42.5,22.0,24.5,25.5,N
3681,산세베리아,Small,High,실내,3,24.0,6.9,54.2,25.4,17.9,24.0,N
3682,몬스테라,Large,High,베란다,2,79.0,83.3,42.0,22.5,57.9,66.9,N
3683,산세베리아,Small,High,실내,1,25.0,21.6,49.4,22.6,54.6,58.6,N
3684,스투키,Medium,Medium,실내,2,146.0,6.8,55.3,21.1,61.1,63.5,N
3685,고무나무,Small,High,실내,3,10.0,22.1,43.7,20.6,5.0,10.5,N
3686,스킨답서스,Medium,Low,실내,3,368.0,14.7,39.4,20.3,40.8,44.6,N
3687,필로덴드론,Small,Medium,베란다,3,26.0,16.7,40.3,20.3,67.9,74.6,N
3688,스투키,Small,High,실내,1,130.0,33.5,62.4,20.0,38.3,44.6,N
3689,몬스테라,Small,Medium,실내,3,299.0,12.7,51.0,24.6,37.5,43.9,N
3690,몬스테라,Small,High,실내,0,34.0,49.1,39.3,25.8,5.0,10.9,N
3691,산세베리아,Medium,Medium,실내,3,327.0,14.3,54.0,19.7,29.4,31.4,N
3692,스킨답서스,Medium,Low,베란다,3,59.0,10.6,63.3,19.3,54.4,60.4,Y
3693,산세베리아,Small,High,실내,3,388.0,27.0,53.2,21.4,49.5,59.8,N
3694,스투키,Small,Low,실내,1,426.0,5.0,37.5,19.4,57.5,60.6,N
3695,스투키,Medium,Medium,실내,2,25.0,22.1,52.4,18.9,44.7,46.9,N
3696,,Medium,Low,실내,3,213.0,19.8,44.8,21.0,43.0,43.3,N
3697,필로덴드론,Large,High,베란다,2,26.0,17.9,57.4,22.7,18.3,22.7,N
3698,고무나무,Medium,Medium,실내,4,31.0,8.3,50.0,22.7,55.7,65.6,N
3699,필로덴드론,Medium,Low,실내,2,11.0,12.7,57.0,21.1,36.5,39.8,N
3700,스투키,Medium,Low,베란다,3,20.0,49.5,33.7,20.4,52.2,56.4,N
3701,,Large,High,실내,4,120.0,10.6,55.2,23.8,98.1,105.8,Y
3702,고무나무,Large,High,베란다,3,72.0,56.1,51.1,23.2,29.8,38.4,N
3703,스투키,Small,High,실내,1,188.0,42.5,43.7,22.5,49.1,55.4,N
3704,산세베리아,Small,Medium,베란다,2,48.0,20.1,55.0,20.3,39.8,44.6,N
3705,필로덴드론,Small,Medium,실내,4,415.0,57.2,50.5,26.0,49.9,56.8,N
3706,산세베리아,Medium,Low,실내,1,6.0,34.7,53.4,18.1,52.6,52.9,N
3707,고무나무,Medium,Medium,실내,2,8.0,20.8,42.4,20.3,44.5,49.4,N
3708,스투키,Medium,Low,베란다,2,145.0,11.7,56.0,19.0,38.0,39.0,N
3709,스투키,Small,High,베란다,2,262.0,23.3,32.0,22.0,56.9,65.3,N
3710,필로덴드론,Medium,High,실내,3,190.0,70.2,51.8,20.0,20.1,31.4,N
3711,몬스테라,Large,,베란다,4,81.0,23.0,53.7,22.3,28.5,34.6,N
3712,고무나무,Small,Low,실내,0,38.0,82.4,74.2,23.6,70.9,73.1,N
3713,고무나무,Medium,High,베란다,2,2.0,16.5,50.8,25.8,97.4,104.5,N
3714,고무나무,Medium,Low,베란다,1,85.0,46.5,73.1,22.6,32.5,37.0,N
3715,필로덴드론,Large,Low,실내,0,77.0,69.5,67.6,22.6,5.5,7.9,N
3716,스투키,Large,Low,베란다,1,51.0,18.8,52.5,23.3,25.0,28.0,N
3717,스투키,Medium,Medium,실내,3,104.0,11.8,54.1,15.1,63.5,66.8,N
3718,몬스테라,Medium,High,실내,2,157.0,1.3,41.0,22.2,36.6,41.7,Y
3719,스킨답서스,Large,Medium,실내,1,145.0,20.8,46.9,18.7,56.4,58.6,N
3720,스투키,Medium,Low,베란다,5,37.0,39.8,56.7,20.1,61.5,65.3,N
3721,스투키,Small,Medium,베란다,3,106.0,11.5,50.1,21.6,41.0,47.7,N
3722,산세베리아,Medium,High,베란다,3,19.0,15.5,64.6,24.9,27.5,36.6,N
3723,필로덴드론,Small,Low,베란다,3,16.0,30.9,61.8,16.7,49.8,50.6,Y
3724,몬스테라,Medium,Low,베란다,3,185.0,44.6,57.5,22.7,57.4,61.1,N
3725,스투키,Large,High,실내,1,142.0,30.5,62.2,22.3,48.8,55.8,N
3726,필로덴드론,Medium,High,실내,1,175.0,10.8,59.1,23.3,52.1,54.4,N
3727,몬스테라,Medium,High,실내,0,20.0,15.5,54.8,28.7,81.0,83.8,Y
3728,몬스테라,Small,High,실내,1,295.0,11.7,45.7,26.7,95.9,101.4,Y
3729,몬스테라,Medium,Low,실내,1,17.0,28.6,76.7,22.9,,63.7,N
3730,스킨답서스,Small,Low,실내,1,245.0,14.1,62.5,23.7,38.0,37.4,N
3731,몬스테라,Small,Medium,베란다,4,52.0,12.2,58.9,21.9,35.1,40.2,N
3732,필로덴드론,Medium,Medium,베란다,0,13.0,11.7,45.3,24.3,50.2,52.4,N
3733,스킨답서스,Small,High,실내,2,41.0,77.1,83.7,22.1,59.1,71.9,N
3734,스킨답서스,Medium,High,베란다,6,24.0,30.0,46.2,23.3,12.5,28.0,N
3735,스투키,Medium,High,실내,3,81.0,59.7,55.4,20.0,41.2,51.5,Y
3736,스킨답서스,Large,Low,베란다,1,359.0,56.3,55.8,22.7,45.2,48.8,N
3737,고무나무,Medium,High,실내,3,48.0,57.8,38.6,26.1,94.0,101.3,Y
3738,산세베리아,Small,High,실내,1,114.0,50.2,60.2,23.7,45.5,49.6,N
3739,산세베리아,Small,Low,베란다,3,267.0,83.4,59.0,22.3,31.6,39.1,N
3740,스킨답서스,Medium,High,실내,2,119.0,29.2,42.1,13.3,5.0,8.6,N
3741,필로덴드론,Medium,Medium,실내,5,54.0,29.8,63.7,23.2,50.5,59.3,N
3742,산세베리아,Medium,Low,실내,5,563.0,30.7,43.3,21.7,27.0,36.3,N
3743,산세베리아,Medium,Medium,실내,0,25.0,5.3,51.1,18.8,,55.4,N
3744,몬스테라,Small,Medium,베란다,2,89.0,15.4,45.6,21.8,74.2,74.7,N
3745,몬스테라,Medium,Low,실내,1,191.0,51.7,62.2,21.8,12.2,16.4,N
3746,몬스테라,Medium,Medium,베란다,5,0.0,21.1,61.0,22.0,32.7,42.3,N
3747,고무나무,Small,High,실내,5,145.0,51.1,41.4,24.2,83.0,92.1,N
3748,스킨답서스,Small,Medium,실내,3,37.0,23.0,47.8,21.4,30.0,37.5,N
3749,스킨답서스,Small,High,실내,4,22.0,69.6,48.0,21.3,49.6,63.4,Y
3750,산세베리아,Small,Low,베란다,1,38.0,61.2,62.8,20.9,26.0,30.3,N
3751,산세베리아,Medium,Low,실내,0,409.0,11.2,46.4,22.7,25.5,26.2,N
3752,필로덴드론,Small,Medium,실내,3,267.0,5.8,53.5,23.6,36.6,42.9,N
3753,스투키,Small,Low,실내,4,29.0,7.7,52.2,25.9,32.6,34.9,N
3754,고무나무,Small,Low,실내,1,15.0,5.6,51.1,23.6,54.0,55.8,N
3755,스투키,Large,Low,베란다,4,54.0,34.5,75.6,25.2,43.7,47.1,N
3756,몬스테라,Large,Medium,실내,1,108.0,32.5,46.9,24.5,44.3,49.3,Y
3757,몬스테라,Small,Medium,실내,0,242.0,32.8,52.3,22.5,5.0,9.0,N
3758,스투키,Small,High,실내,1,406.0,28.9,59.4,19.8,49.1,54.6,Y
3759,스킨답서스,Small,Low,실내,1,167.0,37.5,49.9,23.2,54.3,56.6,N
3760,산세베리아,Medium,Medium,실내,1,110.0,10.6,47.9,26.7,21.6,26.1,N
3761,몬스테라,Small,Low,실내,3,18.0,75.9,59.1,25.3,56.2,59.7,N
3762,고무나무,Medium,Medium,실내,4,9.0,39.3,64.4,25.8,85.0,90.5,N
3763,스킨답서스,Medium,Low,실내,2,109.0,9.3,70.6,16.5,,50.6,N
3764,스투키,Large,High,실내,1,93.0,13.8,52.6,16.1,65.0,71.4,N
3765,,Small,High,베란다,4,225.0,34.7,45.8,20.5,71.5,79.1,N
3766,스투키,Large,Medium,베란다,5,47.0,65.2,45.7,23.4,42.0,49.8,N
3767,스킨답서스,Medium,Low,실내,2,5.0,13.7,71.8,20.9,42.2,43.4,N
3768,스킨답서스,Small,Medium,실내,1,66.0,10.9,58.9,21.4,5.9,5.6,N
3769,몬스테라,Medium,High,베란다,2,418.0,48.3,45.2,17.6,29.4,39.1,Y
3770,몬스테라,Small,Low,베란다,1,191.0,50.2,46.8,20.2,56.1,60.0,N
3771,스킨답서스,Small,Medium,실내,2,4.0,21.5,41.7,19.3,5.0,7.9,N
3772,필로덴드론,Small,High,베란다,2,249.0,11.5,54.1,19.4,37.6,44.4,N
3773,스투키,Medium,High,베란다,2,77.0,16.5,60.8,19.8,45.2,52.7,N
3774,고무나무,Medium,High,실내,3,54.0,83.7,73.5,18.7,92.0,103.1,N
3775,고무나무,Large,High,실내,3,51.0,47.3,68.0,14.8,111.5,121.2,Y
3776,필로덴드론,Small,High,베란다,5,109.0,38.4,55.4,26.2,39.1,50.3,N
3777,산세베리아,Large,Medium,실내,4,91.0,21.8,46.7,21.6,29.6,35.9,N
3778,스킨답서스,Small,Medium,베란다,6,128.0,53.8,60.5,19.9,,29.7,N
3779,고무나무,Medium,High,베란다,1,102.0,13.4,33.8,21.6,107.2,112.4,N
3780,산세베리아,Small,Medium,베란다,1,19.0,18.9,45.5,23.0,36.9,41.1,N
3781,스투키,Small,High,실내,2,36.0,17.1,62.6,22.3,64.6,69.5,Y
3782,스투키,Large,Low,실내,0,221.0,16.7,65.5,19.8,52.6,53.2,N
3783,몬스테라,Small,Medium,실내,1,131.0,7.2,70.7,25.0,43.4,49.8,N
3784,산세베리아,Medium,Medium,베란다,2,71.0,4.0,53.6,20.2,33.0,36.0,N
3785,산세베리아,Medium,Medium,베란다,0,24.0,22.0,70.6,21.3,39.7,40.2,N
3786,몬스테라,Medium,Low,실내,2,1.0,65.4,50.4,27.2,29.0,35.5,N
3787,스킨답서스,Medium,High,실내,3,45.0,52.2,49.4,28.2,20.0,29.0,N
3788,스킨답서스,Medium,,베란다,3,7.0,32.7,58.7,25.4,40.8,44.3,N
3789,,Small,High,베란다,2,79.0,24.5,68.7,20.0,,31.2,N
3790,필로덴드론,Medium,Medium,실내,2,207.0,87.1,66.3,20.7,54.9,65.4,N
3791,몬스테라,Large,Medium,실내,1,40.0,36.0,67.4,19.7,48.8,51.5,N
3792,몬스테라,Small,,베란다,0,226.0,15.9,61.3,21.3,68.1,73.1,N
3793,스킨답서스,Small,Medium,베란다,1,146.0,25.3,66.5,23.6,29.0,33.7,N
3794,고무나무,Medium,High,베란다,1,16.0,61.1,55.3,16.4,27.6,37.0,N
3795,몬스테라,Medium,High,실내,0,124.0,3.9,58.8,18.9,67.3,69.2,N
3796,고무나무,Medium,High,실내,1,20.0,55.5,88.4,22.3,76.2,88.8,Y
3797,스킨답서스,Small,High,실내,4,128.0,24.7,65.5,21.7,,29.1,N
3798,몬스테라,Medium,Medium,베란다,4,18.0,21.4,55.2,20.7,57.3,63.4,N
3799,몬스테라,Small,High,베란다,2,60.0,13.4,64.6,17.8,64.3,68.0,N
3800,스킨답서스,Medium,High,베란다,5,100.0,32.1,42.3,20.2,28.3,37.9,N
3801,스투키,Medium,High,실내,2,6.0,34.0,51.1,20.5,24.0,29.2,Y
3802,필로덴드론,Small,Low,베란다,2,20.0,26.1,52.6,18.0,40.0,47.3,N
3803,산세베리아,Medium,High,실내,3,46.0,14.4,46.4,19.5,16.0,19.1,N
3804,필로덴드론,Large,Medium,실내,3,74.0,38.6,76.2,21.4,,38.2,N
3805,스투키,Medium,High,실내,1,235.0,67.0,60.7,23.4,44.5,51.4,Y
3806,필로덴드론,Large,Low,베란다,0,25.0,64.6,62.0,24.7,41.0,44.9,N
3807,스킨답서스,Medium,Medium,베란다,4,51.0,15.8,53.8,18.9,33.2,41.9,N
3808,스투키,Medium,Medium,실내,4,78.0,14.8,41.2,20.9,57.6,63.8,N
3809,몬스테라,Small,Medium,실내,4,42.0,27.8,54.2,21.3,51.9,57.8,N
3810,몬스테라,Small,Low,베란다,2,118.0,8.5,49.9,21.4,33.6,36.0,N
3811,고무나무,Small,High,실내,2,36.0,35.6,42.8,21.2,60.5,69.0,N
3812,스킨답서스,Medium,Low,베란다,2,178.0,15.5,64.1,18.5,23.3,23.6,N
3813,스투키,Large,Medium,실내,3,84.0,13.5,51.8,23.4,81.9,88.9,N
3814,고무나무,Small,Low,실내,2,11.0,53.0,33.6,21.1,72.9,72.9,N
3815,스투키,Medium,Medium,실내,3,118.0,9.4,55.0,22.1,47.8,52.2,N
3816,스킨답서스,Medium,Medium,실내,0,101.0,39.6,55.2,22.2,40.8,44.6,N
3817,스투키,Medium,Medium,실내,2,50.0,3.8,64.0,20.2,13.8,14.7,N
3818,산세베리아,Medium,Medium,실내,3,1.0,73.0,56.4,24.3,34.5,42.6,N
3819,산세베리아,Medium,Medium,실내,4,27.0,25.6,47.6,20.6,17.9,23.5,N
3820,스킨답서스,Small,Low,실내,0,62.0,6.5,61.0,22.5,58.9,60.8,N
3821,스투키,Small,Low,베란다,2,27.0,24.8,47.2,22.3,17.7,21.2,N
3822,스투키,Large,Low,실내,2,103.0,80.3,63.5,22.8,34.7,40.0,N
3823,산세베리아,Small,High,실내,1,150.0,8.5,68.9,25.2,29.7,32.9,N
3824,스투키,Small,Medium,베란다,2,233.0,39.9,25.2,19.8,30.8,36.7,N
3825,몬스테라,Large,Medium,실내,1,125.0,30.4,46.0,22.0,85.1,91.8,N
3826,몬스테라,Small,Low,실내,0,140.0,15.3,60.6,21.9,33.6,36.9,N
3827,스킨답서스,Medium,Medium,베란다,2,113.0,26.0,56.1,21.1,27.0,32.5,N
3828,스킨답서스,Small,Low,베란다,2,508.0,25.9,70.6,23.5,41.7,42.7,N
3829,산세베리아,Medium,Low,베란다,2,36.0,3.2,70.0,18.5,32.1,29.2,N
3830,스투키,Small,Medium,실내,3,37.0,12.0,66.1,26.2,57.4,58.4,N
3831,스투키,Small,Medium,베란다,0,16.0,17.4,34.8,26.3,73.1,77.2,N
3832,산세베리아,Medium,Low,실내,3,80.0,64.0,53.0,20.1,34.6,37.6,N
3833,산세베리아,Medium,Medium,실내,2,12.0,98.0,62.7,21.7,39.3,45.2,N
3834,스투키,Medium,High,베란다,2,38.0,6.5,54.7,16.6,56.6,60.4,N
3835,스킨답서스,Large,Medium,실내,1,79.0,44.0,53.5,20.0,81.4,86.1,N
3836,스투키,Small,Medium,베란다,2,379.0,5.8,69.9,28.9,58.6,62.7,N
3837,필로덴드론,Medium,High,실내,4,398.0,84.6,59.3,23.8,43.0,53.8,N
3838,몬스테라,Medium,High,실내,3,163.0,33.2,52.0,24.1,89.4,99.1,Y
3839,필로덴드론,Large,Medium,베란다,0,59.0,21.2,40.8,20.5,15.9,18.5,N
3840,고무나무,Small,High,실내,2,240.0,17.2,75.6,21.7,63.2,68.5,N
3841,스킨답서스,Medium,Low,베란다,1,250.0,24.3,58.6,21.8,44.9,45.5,N
3842,몬스테라,Large,Medium,베란다,3,289.0,13.4,49.4,17.8,65.9,74.9,N
3843,스킨답서스,Small,Medium,베란다,1,123.0,19.2,66.2,22.4,61.8,65.2,N
3844,스킨답서스,Large,Low,실내,5,27.0,8.6,35.8,24.3,30.5,35.4,N
3845,몬스테라,Small,Medium,실내,2,11.0,36.5,76.0,27.3,43.7,49.5,N
3846,고무나무,Medium,Low,베란다,2,295.0,17.7,62.3,22.7,66.7,71.9,N
3847,필로덴드론,Large,Medium,베란다,1,7.0,27.3,81.3,21.6,60.0,62.5,N
3848,스킨답서스,Medium,Medium,실내,0,42.0,58.4,62.6,21.6,63.4,69.4,N
3849,고무나무,Medium,Medium,베란다,6,80.0,39.8,57.9,23.1,61.4,69.6,Y
3850,몬스테라,Small,Low,실내,5,3.0,11.5,47.7,24.3,17.9,22.2,N
3851,스킨답서스,Large,Low,베란다,1,285.0,37.3,49.7,25.2,23.9,26.0,N
3852,몬스테라,Medium,Medium,실내,2,41.0,28.6,40.1,15.6,58.4,67.3,N
3853,고무나무,Small,High,실내,3,3.0,3.0,78.7,25.2,43.1,48.8,N
3854,필로덴드론,Medium,Low,실내,3,606.0,37.9,56.6,18.4,23.1,23.8,N
3855,고무나무,Medium,Medium,실내,7,45.0,25.6,65.4,19.1,69.1,77.7,N
3856,몬스테라,Small,High,베란다,1,251.0,16.4,67.4,21.4,48.8,53.8,Y
3857,스투키,Small,Low,실내,3,73.0,40.9,52.3,23.5,54.9,59.0,N
3858,스킨답서스,Small,High,베란다,2,131.0,13.0,45.4,18.1,52.0,55.0,N
3859,스킨답서스,Medium,Medium,실내,1,33.0,38.2,46.4,20.2,61.5,63.8,N
3860,산세베리아,Medium,Medium,실내,3,84.0,60.2,36.4,22.9,19.9,31.0,N
3861,산세베리아,Medium,Medium,실내,1,36.0,9.7,41.6,23.4,29.6,32.4,N
3862,고무나무,Large,Medium,실내,2,362.0,36.8,61.4,23.4,89.5,94.7,N
3863,스투키,Large,Medium,실내,4,8.0,1.1,67.3,24.8,,59.8,N
3864,스투키,Medium,High,실내,1,39.0,22.2,55.1,25.4,,40.3,N
3865,몬스테라,Small,High,베란다,2,268.0,29.3,66.1,22.3,80.3,86.8,N
3866,스투키,Medium,Medium,실내,1,78.0,15.9,66.4,21.8,56.8,60.9,N
3867,스킨답서스,Medium,High,실내,5,110.0,23.8,51.2,19.6,70.8,84.1,Y
3868,고무나무,Medium,Medium,베란다,2,127.0,16.2,68.0,20.3,56.2,59.3,N
3869,고무나무,Medium,Medium,실내,2,9.0,10.1,53.0,17.9,46.3,52.1,N
3870,몬스테라,Medium,Medium,실내,3,2.0,45.1,49.9,26.2,24.0,32.0,N
3871,스투키,Large,High,실내,3,333.0,6.1,56.0,21.8,39.5,45.7,N
3872,몬스테라,Small,Medium,실내,5,38.0,33.2,38.1,24.2,76.4,83.0,N
3873,몬스테라,Medium,Medium,실내,2,57.0,18.2,54.6,30.0,86.9,92.2,N
3874,산세베리아,Small,High,실내,1,138.0,23.8,27.3,28.7,62.4,67.6,N
3875,몬스테라,Large,Medium,베란다,2,32.0,31.9,63.1,25.3,32.0,38.6,N
3876,스킨답서스,Small,Low,베란다,7,158.0,53.9,39.5,20.9,42.5,45.4,N
3877,몬스테라,Small,Medium,실내,3,74.0,16.0,54.9,24.4,68.4,80.0,N
3878,·정보없음,Small,Medium,베란다,3,233.0,8.7,72.8,22.0,34.1,40.1,N
3879,스킨답서스,Medium,Medium,실내,2,39.0,25.0,55.9,19.2,34.6,40.4,N
3880,스투키,Small,High,실내,6,27.0,25.2,32.3,19.3,57.4,72.0,N
3881,스킨답서스,Medium,Medium,실내,3,214.0,70.1,56.6,24.6,,19.0,N
3882,고무나무,Medium,Medium,실내,1,47.0,9.1,51.9,24.2,68.2,70.1,N
3883,필로덴드론,Small,Medium,실내,4,64.0,39.7,66.2,25.7,36.3,42.8,N
3884,스투키,Small,Low,실내,0,189.0,30.2,53.6,21.3,51.5,58.0,N
3885,산세베리아,Large,Medium,베란다,3,121.0,51.1,68.4,20.7,32.7,39.5,N
3886,필로덴드론,Medium,High,베란다,1,70.0,8.7,60.2,18.7,18.1,27.8,N
3887,필로덴드론,Medium,Medium,실내,4,,23.1,65.5,17.0,31.4,36.7,N
3888,고무나무,Medium,Low,베란다,1,,57.1,53.9,19.5,73.1,71.3,N
3889,고무나무,Small,Low,베란다,0,24.0,2.5,70.4,20.0,41.2,39.1,N
3890,스킨답서스,Small,Medium,실내,3,316.0,7.3,48.9,18.6,38.5,44.4,N
3891,산세베리아,Small,High,실내,1,20.0,38.1,33.0,20.5,11.9,19.3,N
3892,스킨답서스,Large,High,실내,0,196.0,6.4,41.9,27.7,56.1,59.8,N
3893,고무나무,Large,Medium,실내,4,66.0,24.5,56.4,19.9,49.7,54.1,N
3894,스킨답서스,Medium,High,실내,1,25.0,11.3,58.2,16.5,54.0,56.0,N
3895,고무나무,Small,Medium,실내,1,62.0,29.4,56.9,22.5,28.0,29.4,N
3896,산세베리아,Small,Medium,실내,3,30.0,80.1,69.6,23.9,37.0,44.8,Y
3897,몬스테라,Small,Medium,실내,2,18.0,13.8,57.3,19.3,85.1,90.1,N
3898,산세베리아,Medium,Low,실내,1,33.0,12.3,59.0,24.3,15.9,20.5,N
3899,스킨답서스,Small,High,실내,1,242.0,54.4,66.8,27.4,39.6,48.7,Y
3900,산세베리아,Large,Low,실내,1,13.0,9.4,34.9,21.3,5.2,7.5,N
3901,스킨답서스,Medium,Medium,실내,3,431.0,6.7,63.7,24.2,47.4,57.5,N
3902,스투키,Large,High,실내,3,1.0,10.9,70.8,24.8,45.0,51.5,N
3903,필로덴드론,Medium,Medium,베란다,1,129.0,35.0,63.6,23.2,44.7,44.7,N
3904,스투키,Medium,High,실내,2,233.0,11.5,58.8,24.7,33.9,36.7,N
3905,산세베리아,Medium,Medium,실내,2,326.0,30.7,64.6,23.6,40.3,45.7,Y
3906,스킨답서스,Medium,Medium,실내,1,19.0,38.6,29.2,19.2,73.4,75.5,N
3907,스킨답서스,Medium,High,베란다,0,144.0,18.7,53.4,15.3,53.6,60.1,N
3908,스투키,Medium,Low,베란다,2,14.0,17.8,39.4,22.6,43.9,47.1,N
3909,스킨답서스,Medium,High,실내,3,52.0,23.2,59.6,21.3,35.3,45.2,N
3910,스투키,Large,Low,실내,0,158.0,82.8,43.0,17.1,36.3,40.5,N
3911,몬스테라,Medium,High,실내,3,51.0,15.9,65.2,21.4,,85.9,N
3912,스투키,Medium,Low,실내,4,45.0,24.3,50.0,21.6,,26.0,N
3913,몬스테라,Large,Medium,베란다,1,15.0,69.5,39.6,22.9,76.3,82.5,N
3914,필로덴드론,Small,High,실내,3,8.0,73.4,43.7,25.3,40.6,51.1,Y
3915,필로덴드론,Small,Medium,실내,1,15.0,14.7,39.2,19.6,25.3,29.8,N
3916,스투키,Medium,High,실내,2,250.0,9.3,54.6,15.8,28.4,33.4,N
3917,고무나무,Medium,High,실내,4,1.0,45.7,62.4,20.8,71.8,82.7,Y
3918,스투키,Large,High,베란다,0,142.0,22.6,47.3,24.4,49.4,53.9,Y
3919,고무나무,Medium,High,실내,3,176.0,68.1,37.5,26.0,52.0,62.1,N
3920,산세베리아,Medium,Medium,베란다,1,101.0,5.5,54.8,20.2,40.2,40.4,N
3921,필로덴드론,Medium,Low,실내,1,157.0,9.3,54.6,23.8,22.6,24.6,N
3922,스킨답서스,Small,Low,실내,2,127.0,24.6,49.0,18.7,39.9,42.6,N
